customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
C100250,34,Male,67,Two year,73.94,1303.16,Fiber optic,Credit card,0,1,No,No,Yes,1,2,0
C100251,66,Female,62,Month-to-month,79.06,3340.16,No,Bank transfer,0,1,Yes,No,Yes,0,4,0
C100252,19,Male,3,Month-to-month,127.9,5502.3,DSL,Electronic check,1,0,No,No,Yes,1,1,1
C100253,19,Female,18,One year,,1402.95,Fiber optic,Mailed check,0,1,No,No,No,1,2,0
C100254,45,Female,25,Month-to-month,48.64,494.66,No,Electronic check,5,4,No,Yes,No,0,1,1
C100255,71,Male,20,One year,60.91,408.23,Fiber optic,Bank transfer,1,1,No,Yes,Yes,0,4,0
C100256,40,Female,58,Month-to-month,122.46,2479.72,Fiber optic,Mailed check,1,1,Yes,No,Yes,0,4,0
C100257,54,Female,50,Month-to-month,68.44,1792.18,DSL,Bank transfer,3,0,Yes,No,No,0,5,0
C100258,49,Female,10,Month-to-month,66.56,4899.37,Fiber optic,Electronic check,0,1,Yes,Yes,No,0,2,0
C100259,50,Female,21,One year,149.85,4155.91,DSL,Electronic check,3,1,No,Yes,Yes,1,1,0
C100260,18,Male,29,One year,69.89,2990.42,DSL,Bank transfer,1,1,Yes,No,No,0,4,0
C100261,36,Female,10,Month-to-month,52.21,,Fiber optic,Mailed check,2,0,Yes,No,Yes,0,2,0
C100262,19,Male,13,Month-to-month,101.02,4594.03,No,Electronic check,1,0,Yes,Yes,No,0,4,1
C100263,70,Male,47,Month-to-month,124.24,914.62,DSL,Bank transfer,1,1,No,,Yes,0,5,0
C100264,61,Male,23,One year,29.05,2732.3,DSL,Electronic check,0,2,No,No,No,0,3,0
C100265,43,Male,50,Month-to-month,100.46,8762.72,DSL,Bank transfer,2,0,No,No,No,0,2,0
C100266,49,Female,4,One year,24.65,8795.1,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,4,1
C100267,23,Female,67,Month-to-month,88.42,2366.58,Fiber optic,Electronic check,3,1,No,Yes,No,0,1,1
C100268,49,Male,53,Month-to-month,53.41,1588.4,Fiber optic,Credit card,1,0,No,No,No,0,5,0
C100269,72,Female,2,One year,59.86,4511.62,Fiber optic,Mailed check,2,0,No,No,No,0,5,0
C100270,21,Male,68,Month-to-month,80.72,4385.04,DSL,Electronic check,4,2,No,Yes,No,0,1,0
C100271,72,Female,65,Month-to-month,140.52,3750.23,Fiber optic,Mailed check,3,1,No,Yes,No,0,3,0
C100272,28,Female,57,Month-to-month,112.39,4811.28,DSL,Bank transfer,2,1,No,Yes,No,0,5,0
C100273,73,Female,70,Month-to-month,141.79,2166.54,DSL,Credit card,0,1,No,No,Yes,0,5,0
C100274,34,Male,7,Month-to-month,105.8,1122.87,DSL,Bank transfer,4,1,No,Yes,Yes,0,2,1
C100275,55,Male,19,Month-to-month,20.92,5177.11,DSL,Mailed check,3,2,No,Yes,Yes,0,1,0
C100276,41,Female,44,One year,54.53,8400.12,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,5,0
C100277,22,Male,63,One year,137.75,1325.97,DSL,Bank transfer,0,2,Yes,Yes,No,0,1,1
C100278,69,Male,65,One year,103.65,6372.85,DSL,Bank transfer,2,0,No,Yes,Yes,0,3,0
C100279,51,Female,39,Month-to-month,147.61,3997.28,DSL,Mailed check,0,0,Yes,Yes,No,0,2,0
C100280,23,Male,26,One year,40.28,2716.39,DSL,Electronic check,0,5,No,No,No,0,5,1
C100281,39,Female,44,One year,58.58,7692.67,DSL,Bank transfer,2,1,Yes,Yes,Yes,1,4,0
C100282,28,Female,12,Month-to-month,67.11,4162.78,DSL,Mailed check,2,1,Yes,No,No,0,3,1
C100283,65,Female,22,One year,62.45,5291.48,No,Credit card,2,0,No,No,Yes,0,4,0
C100284,33,Male,14,Two year,52.76,4043.2,Fiber optic,Credit card,0,0,No,No,Yes,0,3,0
C100285,50,Female,30,Month-to-month,77.65,823.12,Fiber optic,Mailed check,2,1,Yes,No,Yes,0,1,0
C100286,26,Female,44,Two year,103.5,5394.65,Fiber optic,Bank transfer,1,1,Yes,No,No,1,1,0
C100287,23,Male,38,Month-to-month,60.46,3827.68,Fiber optic,Electronic check,0,2,No,No,Yes,0,1,0
C100288,33,Male,59,Month-to-month,30.36,872.13,Fiber optic,Credit card,2,1,No,Yes,No,0,4,0
C100289,46,Male,42,Month-to-month,112.11,5402.72,Fiber optic,Electronic check,1,2,No,Yes,No,0,2,1
C100290,20,Male,52,One year,79.67,187.85,Fiber optic,Mailed check,4,0,Yes,No,Yes,0,5,1
C100291,37,Female,63,Month-to-month,92.34,1955.83,No,Credit card,1,2,No,No,Yes,0,2,0
C100292,53,Male,61,Two year,,7051.52,DSL,Bank transfer,2,2,No,Yes,No,0,4,0
C100293,36,Male,34,Two year,135.75,437.55,DSL,Credit card,0,0,Yes,Yes,Yes,0,5,0
C100294,43,Male,39,One year,92.64,5855.47,DSL,Bank transfer,2,1,No,Yes,Yes,0,1,1
C100295,20,Male,41,Month-to-month,140.03,8552.39,Fiber optic,Electronic check,2,0,No,No,No,1,5,1
C100296,36,Female,37,Two year,86.37,1623.61,Fiber optic,Credit card,1,1,Yes,Yes,No,0,3,1
C100297,37,Male,65,Two year,58.04,3812.3,No,Mailed check,3,1,Yes,No,Yes,1,1,0
C100298,49,Female,32,Month-to-month,,5221.93,Fiber optic,Credit card,2,0,No,Yes,Yes,1,2,0
C100299,24,Male,8,One year,87.88,4108.7,Fiber optic,Bank transfer,0,1,No,,No,0,4,0
C100300,69,Female,18,One year,88.9,5621.36,Fiber optic,Electronic check,1,1,Yes,No,No,0,3,0
C100301,58,Female,45,One year,109.35,3696.47,Fiber optic,Mailed check,0,0,Yes,No,Yes,0,3,0
C100302,50,Male,33,Month-to-month,49.18,1421.69,Fiber optic,Bank transfer,0,1,No,No,Yes,0,5,0
C100303,57,Female,5,Month-to-month,105.65,892.49,Fiber optic,Bank transfer,0,0,Yes,Yes,No,0,5,0
C100304,56,Male,36,Month-to-month,121.22,6725.54,Fiber optic,Mailed check,3,1,Yes,No,Yes,0,3,0
C100305,35,Female,23,Month-to-month,107.96,2223.75,DSL,Mailed check,1,1,Yes,,Yes,1,5,0
C100306,57,Female,40,One year,82.64,7642.31,Fiber optic,Electronic check,0,2,No,Yes,No,0,4,0
C100307,18,Female,5,Two year,,6712.94,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,2,0
C100308,28,Male,34,Two year,72.63,540.13,No,Bank transfer,1,1,Yes,No,No,0,3,0
C100309,45,Female,24,One year,33.86,1890.78,No,Electronic check,2,0,Yes,Yes,Yes,0,4,0
C100310,74,Male,17,One year,126.8,2698.73,Fiber optic,Credit card,2,0,Yes,Yes,No,0,5,0
C100311,42,Female,71,Month-to-month,47.59,5390.89,DSL,Mailed check,2,1,No,No,No,0,4,0
C100312,67,Female,22,One year,112.73,7307.46,Fiber optic,Electronic check,1,1,No,Yes,No,0,3,0
C100313,40,Female,15,Month-to-month,43.27,636.97,DSL,Mailed check,5,1,No,Yes,No,0,3,0
C100314,48,Female,15,Month-to-month,22.19,2321.52,Fiber optic,Electronic check,2,1,Yes,Yes,Yes,0,3,0
C100315,47,Female,25,One year,40.77,3448.27,DSL,Electronic check,4,0,No,Yes,No,1,4,0
C100316,59,Female,53,Month-to-month,69.01,1732.06,Fiber optic,Bank transfer,0,2,No,Yes,No,0,2,0
C100317,52,Male,21,Month-to-month,33.86,4953.1,Fiber optic,Mailed check,4,2,No,No,No,0,5,1
C100318,24,Male,66,Two year,45.7,4354.22,Fiber optic,Electronic check,2,1,Yes,No,No,0,3,0
C100319,33,Male,32,Month-to-month,119.4,2916.81,No,Bank transfer,1,0,Yes,No,No,1,3,0
C100320,43,Female,21,Month-to-month,120.08,4700.29,Fiber optic,Electronic check,5,0,Yes,No,Yes,0,5,1
C100321,65,Male,68,Month-to-month,126.27,3266.81,Fiber optic,Mailed check,4,1,Yes,Yes,No,1,4,1
C100322,74,Female,44,Month-to-month,129.35,3154.43,Fiber optic,Electronic check,5,0,No,No,No,0,2,1
C100323,69,Male,66,Month-to-month,74.66,2462.02,DSL,Bank transfer,3,0,No,Yes,No,0,1,0
C100324,66,Male,14,One year,132.78,4909.9,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,5,1
C100325,19,Female,15,Month-to-month,88.37,4052.63,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,2,0
C100326,18,Female,20,Two year,81.18,1847.29,Fiber optic,Mailed check,1,0,Yes,Yes,No,0,3,0
C100327,65,Male,34,Month-to-month,113.41,215.4,Fiber optic,Credit card,2,1,No,No,No,0,3,1
C100328,29,Male,36,Month-to-month,47.8,1443.27,Fiber optic,Bank transfer,0,0,Yes,No,Yes,0,5,0
C100329,22,Male,9,One year,122.63,481.23,Fiber optic,Credit card,2,1,Yes,Yes,No,0,5,0
C100330,54,Male,71,One year,75.83,3941.23,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,0
C100331,49,Female,30,One year,36.55,2103.36,Fiber optic,Bank transfer,2,0,Yes,,No,0,5,0
C100332,72,Male,63,Two year,35.51,3842.05,No,Credit card,0,0,No,Yes,Yes,0,2,0
C100333,26,Female,35,Month-to-month,41.44,3032.1,Fiber optic,Credit card,0,0,Yes,Yes,No,1,1,1
C100334,58,Female,13,Month-to-month,,4888.33,DSL,Bank transfer,3,2,No,Yes,No,0,1,1
C100335,52,Male,46,Two year,148.82,6542.41,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,3,0
C100336,36,Female,56,Month-to-month,66.41,4365.89,Fiber optic,Bank transfer,0,1,No,Yes,Yes,0,1,0
C100337,65,Male,9,Month-to-month,57.98,651.52,DSL,Credit card,3,1,Yes,No,No,0,1,0
C100338,33,Female,36,Month-to-month,48.44,255.84,Fiber optic,Mailed check,0,2,No,No,Yes,1,3,0
C100339,20,Female,3,One year,127.1,1997.76,Fiber optic,Credit card,1,1,No,No,No,0,4,1
C100340,37,Male,19,Month-to-month,47.2,3882.21,Fiber optic,Bank transfer,0,0,No,Yes,Yes,0,5,0
C100341,41,Female,28,Month-to-month,140.13,499.65,No,Credit card,1,2,Yes,Yes,No,0,3,0
C100342,71,Female,23,Month-to-month,106.76,3016.83,Fiber optic,Bank transfer,0,0,Yes,No,No,0,1,0
C100343,73,Male,7,One year,136.63,7994.53,DSL,Credit card,3,2,No,Yes,Yes,0,4,0
C100344,50,Female,14,Month-to-month,92.02,901.17,Fiber optic,Credit card,1,0,No,No,Yes,0,5,0
C100345,41,Female,46,Month-to-month,109.79,8541.8,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,5,0
C100346,69,Male,15,One year,100.53,7724.38,DSL,Bank transfer,3,2,No,Yes,Yes,0,2,0
C100347,28,Male,67,Two year,128.06,7502.85,DSL,Electronic check,2,1,Yes,Yes,Yes,0,5,0
C100348,66,Female,15,One year,128.66,7786.56,DSL,Electronic check,5,2,No,No,No,0,3,1
C100349,25,Female,51,One year,96.67,812.45,DSL,Credit card,3,1,No,No,No,1,3,1
C100350,53,Female,8,Month-to-month,102.23,1445.4,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,4,1
C100351,55,Male,69,Month-to-month,139.84,1295.91,DSL,Mailed check,2,3,Yes,Yes,No,0,2,0
C100352,57,Female,62,Month-to-month,140.88,1090.05,DSL,Credit card,2,0,Yes,Yes,Yes,0,2,0
C100353,37,Female,51,Two year,106.35,3016.63,DSL,Bank transfer,5,1,Yes,Yes,Yes,0,1,0
C100354,52,Female,63,Month-to-month,21.01,7488.93,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,2,0
C100355,65,Female,68,Two year,33.57,2342.46,DSL,Credit card,2,1,Yes,Yes,Yes,0,1,0
C100356,42,Female,16,Two year,131.53,2273.57,DSL,Mailed check,1,0,Yes,Yes,Yes,0,2,0
C100357,52,Female,24,Month-to-month,31.01,6115.41,Fiber optic,Credit card,2,2,No,No,Yes,1,3,0
C100358,42,Male,6,Month-to-month,47.76,962.63,DSL,Electronic check,1,0,No,No,No,0,1,0
C100359,46,Male,57,Month-to-month,49.97,3306.49,Fiber optic,Electronic check,1,2,Yes,Yes,No,0,3,0
C100360,35,Female,31,Month-to-month,98.03,2729.29,Fiber optic,Bank transfer,3,1,No,No,No,0,2,1
C100361,63,Female,6,Month-to-month,,7640.98,DSL,Mailed check,2,0,No,No,Yes,1,3,0
C100362,35,Male,29,Two year,57.62,4679.06,DSL,Credit card,0,2,No,No,Yes,0,1,0
C100363,19,Male,67,Month-to-month,46.99,5853.61,DSL,Electronic check,1,1,No,No,No,0,3,0
C100364,71,Male,3,Month-to-month,119.39,1248.41,No,Bank transfer,1,0,Yes,Yes,Yes,1,5,0
C100365,52,Female,28,Month-to-month,141.61,8367.37,DSL,Mailed check,0,0,No,No,No,1,2,0
C100366,33,Female,48,Two year,26.86,2969.82,No,Mailed check,2,0,No,Yes,Yes,0,3,0
C100367,58,Female,10,One year,37.31,6390.87,Fiber optic,Bank transfer,1,2,No,Yes,Yes,0,5,0
C100368,53,Female,33,Two year,103.48,8596.17,Fiber optic,Electronic check,1,0,Yes,No,Yes,1,3,0
C100369,50,Male,67,Two year,124.58,4626.97,Fiber optic,Mailed check,0,0,Yes,Yes,Yes,0,3,0
C100370,21,Male,69,Month-to-month,122.85,4617.06,Fiber optic,Credit card,7,1,Yes,No,No,0,3,0
C100371,50,Male,12,Month-to-month,113.56,1143.52,Fiber optic,Electronic check,3,0,Yes,No,Yes,0,1,1
C100372,31,Male,57,Month-to-month,135.37,3573.45,Fiber optic,Electronic check,6,1,No,Yes,Yes,0,3,1
C100373,38,Female,44,Month-to-month,48.26,7686.94,Fiber optic,Bank transfer,5,1,No,No,Yes,0,2,1
C100374,65,Female,13,One year,33.95,1302.45,DSL,Mailed check,3,1,No,,No,0,4,0
C100375,37,Male,24,Month-to-month,100.0,8265.79,Fiber optic,Bank transfer,2,1,Yes,No,Yes,1,3,0
C100376,73,Male,44,Month-to-month,126.9,6039.05,Fiber optic,Mailed check,3,1,Yes,No,No,0,3,1
C100377,25,Male,57,One year,95.67,3846.54,DSL,Bank transfer,1,1,No,Yes,Yes,0,5,0
C100378,24,Male,16,One year,145.19,4963.84,No,Electronic check,4,3,Yes,Yes,Yes,0,2,0
C100379,20,Male,21,One year,123.42,1439.42,DSL,Bank transfer,3,0,No,Yes,Yes,0,5,0
C100380,34,Female,51,Month-to-month,111.1,2035.6,No,Electronic check,4,4,Yes,Yes,No,0,1,1
C100381,50,Female,21,Two year,27.83,2649.04,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,1,0
C100382,65,Male,60,Month-to-month,34.01,3525.13,Fiber optic,Bank transfer,1,1,Yes,No,No,0,2,0
C100383,29,Male,51,Month-to-month,122.03,8248.15,No,Mailed check,1,0,No,Yes,No,0,4,0
C100384,68,Male,21,One year,45.77,3371.36,Fiber optic,,2,2,No,Yes,No,1,4,0
C100385,39,Female,6,Two year,23.75,4762.13,DSL,Bank transfer,2,0,Yes,Yes,Yes,0,4,0
C100386,72,Female,65,Month-to-month,138.4,1542.03,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,5,0
C100387,39,Female,58,Month-to-month,135.8,6650.16,DSL,Electronic check,3,1,Yes,No,No,1,5,1
C100388,63,Male,6,Month-to-month,48.4,5086.5,Fiber optic,Bank transfer,2,3,Yes,No,Yes,0,1,0
C100389,47,Female,65,Month-to-month,121.43,4015.18,No,Electronic check,1,0,No,,Yes,0,4,0
C100390,55,Male,34,Two year,26.24,8529.96,DSL,Electronic check,2,0,Yes,No,Yes,0,5,0
C100391,55,Female,56,Month-to-month,,8026.79,DSL,Bank transfer,4,2,No,Yes,No,0,2,0
C100392,62,Female,3,One year,101.08,5969.65,Fiber optic,Credit card,0,0,No,No,No,0,3,1
C100393,68,Female,42,One year,119.21,8304.13,Fiber optic,Bank transfer,4,1,No,Yes,No,0,5,0
C100394,71,Male,62,One year,21.35,5126.56,Fiber optic,Mailed check,2,2,Yes,No,No,0,3,0
C100395,25,Male,6,Month-to-month,62.41,7459.74,Fiber optic,Credit card,1,0,Yes,No,Yes,0,5,0
C100396,44,Female,6,Month-to-month,47.86,3744.2,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,5,1
C100397,44,Male,63,Month-to-month,149.84,872.02,Fiber optic,Mailed check,2,2,No,Yes,Yes,0,4,0
C100398,51,Male,20,Month-to-month,107.23,8947.92,Fiber optic,Credit card,2,1,Yes,No,No,0,3,0
C100399,38,Male,21,Month-to-month,72.74,1574.12,No,Bank transfer,3,4,Yes,No,No,0,2,0
C100400,47,Male,2,Two year,29.83,2338.44,No,Electronic check,2,0,No,Yes,Yes,0,2,0
C100401,50,Male,56,Month-to-month,97.83,1551.62,Fiber optic,Credit card,3,4,No,Yes,Yes,1,2,0
C100402,45,Male,10,One year,103.42,3103.57,DSL,Bank transfer,2,0,Yes,Yes,No,1,2,0
C100403,64,Male,70,Month-to-month,126.13,2674.59,Fiber optic,Credit card,1,0,Yes,No,No,1,2,0
C100404,50,Female,23,One year,57.51,5449.81,No,Bank transfer,3,1,Yes,No,Yes,0,1,0
C100405,22,Male,30,Two year,147.59,8968.49,Fiber optic,Mailed check,3,2,No,No,No,0,4,0
C100406,65,Male,37,Month-to-month,77.13,567.33,No,Mailed check,3,2,No,No,Yes,1,2,1
C100407,36,Female,55,Two year,58.47,7028.14,Fiber optic,Electronic check,1,1,No,No,No,0,5,0
C100408,21,Female,49,One year,65.3,1239.13,No,Bank transfer,1,1,No,Yes,No,0,3,0
C100409,52,Female,34,Two year,87.55,276.53,DSL,Credit card,0,0,No,Yes,No,0,3,1
C100410,66,Female,44,One year,141.77,5783.33,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,4,0
C100411,34,Male,22,Month-to-month,115.57,7872.51,Fiber optic,Electronic check,5,0,Yes,No,No,0,2,1
C100412,61,Female,31,Month-to-month,95.02,1669.06,No,Bank transfer,1,2,Yes,Yes,No,0,1,0
C100413,45,Female,7,Month-to-month,41.17,3140.36,Fiber optic,Mailed check,3,2,No,No,No,0,1,1
C100414,47,Male,21,Month-to-month,39.42,1601.88,DSL,Electronic check,2,1,Yes,Yes,Yes,0,2,0
C100415,46,Male,16,Two year,85.29,8167.92,No,Credit card,3,2,No,Yes,Yes,0,4,1
C100416,63,Male,20,One year,114.73,2506.21,Fiber optic,Electronic check,2,2,Yes,No,No,1,3,0
C100417,70,Female,43,Month-to-month,117.63,4057.94,DSL,Bank transfer,2,0,No,Yes,Yes,0,2,0
C100418,23,Male,44,Two year,49.37,8063.2,Fiber optic,Mailed check,3,1,No,Yes,Yes,1,3,0
C100419,52,Female,47,One year,33.01,5020.54,Fiber optic,Bank transfer,1,1,Yes,Yes,Yes,0,3,0
C100420,58,Male,19,Month-to-month,69.98,8402.36,Fiber optic,Electronic check,5,0,Yes,Yes,Yes,0,4,0
C100421,54,Male,48,Month-to-month,139.36,8345.41,No,Credit card,3,2,Yes,Yes,No,1,4,0
C100422,41,Female,69,Month-to-month,90.9,4208.25,Fiber optic,Electronic check,4,0,No,Yes,Yes,0,4,0
C100423,46,Male,11,Two year,61.61,5283.21,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,5,0
C100424,66,Male,29,Two year,62.07,2149.8,DSL,Mailed check,0,1,No,No,No,0,3,0
C100425,63,Male,45,Month-to-month,37.17,8915.77,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,5,0
C100426,70,Male,68,Month-to-month,81.52,2577.02,DSL,Mailed check,3,1,Yes,No,No,0,2,0
C100427,48,Male,36,One year,122.88,7071.43,DSL,Electronic check,3,3,No,No,No,0,5,0
C100428,52,Female,48,Two year,145.91,2885.42,DSL,Credit card,1,2,Yes,Yes,No,0,1,0
C100429,50,Female,15,One year,85.21,2886.08,DSL,Credit card,2,2,Yes,Yes,Yes,0,3,1
C100430,69,Male,44,One year,41.74,1024.38,DSL,Mailed check,3,0,Yes,No,Yes,1,3,0
C100431,38,Female,67,Month-to-month,108.78,5083.07,Fiber optic,Credit card,2,2,No,Yes,Yes,1,5,0
C100432,49,Female,40,Month-to-month,118.38,2279.01,DSL,Credit card,2,1,No,Yes,No,0,3,1
C100433,40,Female,14,Month-to-month,29.32,1420.71,DSL,Credit card,0,0,Yes,No,No,0,2,0
C100434,50,Male,63,Two year,130.52,2117.33,No,Electronic check,1,0,Yes,No,Yes,0,4,0
C100435,20,Male,51,Month-to-month,127.81,2334.73,Fiber optic,Credit card,3,0,No,No,Yes,0,5,1
C100436,35,Male,58,Two year,81.43,4586.34,Fiber optic,Mailed check,2,2,No,No,No,0,3,0
C100437,42,Female,15,Month-to-month,92.85,3534.72,DSL,Credit card,3,3,No,Yes,No,0,4,0
C100438,59,Female,65,Two year,112.74,771.86,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,1,0
C100439,48,Male,55,Month-to-month,107.98,4870.65,Fiber optic,Electronic check,4,1,No,Yes,No,0,1,1
C100440,71,Male,10,Month-to-month,22.15,7110.95,Fiber optic,Credit card,4,0,Yes,Yes,Yes,0,5,0
C100441,75,Female,42,One year,35.92,5210.69,Fiber optic,Mailed check,1,0,No,No,Yes,0,4,0
C100442,20,Female,11,Month-to-month,41.14,8773.41,Fiber optic,Credit card,0,2,Yes,No,No,0,1,1
C100443,57,Male,16,Two year,118.24,982.44,No,Bank transfer,4,1,No,Yes,No,0,5,1
C100444,63,Female,19,One year,,7408.26,No,Mailed check,2,3,No,Yes,Yes,1,5,0
C100445,41,Female,31,Month-to-month,90.92,4600.66,DSL,Mailed check,2,0,Yes,No,Yes,0,1,0
C100446,67,Female,53,Two year,120.45,4742.2,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,3,0
C100447,49,Female,8,Two year,64.33,4719.99,DSL,Mailed check,1,0,No,No,No,1,2,0
C100448,64,Female,24,Month-to-month,117.36,2995.34,Fiber optic,Mailed check,1,1,,No,No,1,3,1
C100449,39,Female,8,Two year,77.5,2988.54,Fiber optic,Credit card,0,1,Yes,No,Yes,0,2,1
C100450,40,Female,48,Month-to-month,69.03,5723.42,Fiber optic,Credit card,2,3,No,No,No,0,4,0
C100451,19,Male,30,Month-to-month,63.29,498.41,Fiber optic,Mailed check,3,0,No,Yes,No,0,1,0
C100452,44,Male,58,One year,145.44,5340.2,Fiber optic,Mailed check,1,6,Yes,Yes,No,1,5,0
C100453,59,Female,55,Month-to-month,120.36,6548.86,Fiber optic,Bank transfer,2,4,No,Yes,No,0,3,0
C100454,19,Female,62,Month-to-month,22.63,3271.3,DSL,Electronic check,3,0,Yes,Yes,No,0,4,0
C100455,43,Female,48,Month-to-month,144.46,2034.48,Fiber optic,Electronic check,5,0,No,No,Yes,0,3,0
C100456,34,Male,4,Month-to-month,120.81,1999.14,Fiber optic,Mailed check,0,2,,Yes,Yes,1,5,0
C100457,57,Male,37,Two year,39.39,828.37,DSL,Mailed check,0,1,No,Yes,Yes,0,5,0
C100458,50,Female,8,One year,29.92,898.5,DSL,Electronic check,1,2,Yes,Yes,No,1,5,0
C100459,26,Male,1,Two year,60.07,1583.52,Fiber optic,Credit card,2,0,No,Yes,Yes,0,4,1
C100460,60,Female,70,One year,101.14,270.64,Fiber optic,,0,2,No,No,No,0,4,1
C100461,71,Female,47,Month-to-month,100.15,2469.5,Fiber optic,Bank transfer,4,1,Yes,No,Yes,0,4,1
C100462,65,Female,5,Month-to-month,55.86,2826.98,Fiber optic,Mailed check,0,2,No,Yes,No,1,1,0
C100463,56,Female,50,Month-to-month,77.94,8957.47,No,Credit card,1,1,No,No,Yes,0,1,0
C100464,46,Female,24,Two year,47.55,8926.02,No,Credit card,1,0,Yes,Yes,No,0,1,0
C100465,59,Female,47,Month-to-month,26.58,1764.73,DSL,Credit card,1,2,Yes,No,No,0,2,0
C100466,72,Female,18,Month-to-month,87.21,1995.99,Fiber optic,Credit card,4,0,Yes,No,Yes,1,1,1
C100467,43,Male,28,Two year,65.11,4477.97,Fiber optic,Mailed check,0,1,No,Yes,No,0,3,0
C100468,52,Female,5,One year,90.57,1424.18,DSL,Electronic check,1,0,No,No,Yes,0,3,0
C100469,67,Male,30,Month-to-month,143.05,4585.95,Fiber optic,Mailed check,0,1,Yes,No,No,0,5,1
C100470,42,Female,1,Month-to-month,38.64,3654.57,Fiber optic,Bank transfer,0,3,Yes,No,No,0,1,1
C100471,41,Female,46,Two year,20.26,2989.14,Fiber optic,Bank transfer,2,1,No,Yes,Yes,0,1,0
C100472,30,Male,69,Two year,29.99,7421.19,No,Mailed check,3,2,Yes,No,Yes,1,5,0
C100473,75,Male,31,Month-to-month,80.15,7470.25,DSL,Bank transfer,4,0,Yes,No,No,0,2,0
C100474,24,Female,70,Month-to-month,111.9,8892.22,Fiber optic,Electronic check,3,2,Yes,No,Yes,0,3,1
C100475,74,Male,56,Two year,95.5,2085.48,Fiber optic,Electronic check,3,1,No,Yes,Yes,0,1,0
C100476,53,Female,28,One year,84.34,8005.67,DSL,Mailed check,3,0,No,No,No,1,4,0
C100477,62,Female,16,Two year,66.02,4886.83,Fiber optic,Bank transfer,3,0,Yes,No,No,0,5,0
C100478,37,Male,54,Month-to-month,60.3,5363.99,Fiber optic,Electronic check,0,1,Yes,Yes,No,1,3,0
C100479,18,Male,53,Two year,68.92,8077.01,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,3,0
C100480,25,Male,12,Month-to-month,99.51,8489.41,No,Bank transfer,2,1,No,Yes,Yes,0,2,0
C100481,63,Male,20,Month-to-month,41.81,6568.62,Fiber optic,Credit card,2,0,No,No,Yes,0,5,0
C100482,33,Female,34,One year,120.28,3195.8,Fiber optic,Bank transfer,0,0,No,Yes,No,0,3,0
C100483,31,Male,53,Month-to-month,94.78,4458.05,DSL,Mailed check,1,1,Yes,No,No,0,1,0
C100484,29,Male,64,Two year,54.99,5573.98,DSL,Credit card,2,0,Yes,Yes,Yes,0,3,0
C100485,68,Male,23,Month-to-month,85.15,7474.9,Fiber optic,Mailed check,1,3,No,No,Yes,0,3,0
C100486,40,Male,27,Two year,145.16,5955.73,Fiber optic,Electronic check,1,0,Yes,Yes,Yes,0,4,0
C100487,32,Male,17,Month-to-month,22.66,3352.48,Fiber optic,Credit card,3,1,No,Yes,No,1,3,0
C100488,45,Female,48,One year,45.94,3819.14,Fiber optic,Mailed check,3,1,No,Yes,Yes,0,4,0
C100489,51,Female,21,Month-to-month,78.29,548.9,Fiber optic,Mailed check,2,1,No,Yes,No,0,5,0
C100490,19,Male,50,One year,103.0,8325.98,DSL,Mailed check,2,0,Yes,Yes,No,0,4,0
C100491,49,Male,40,One year,47.59,884.26,Fiber optic,Credit card,3,3,No,Yes,Yes,0,3,0
C100492,40,Female,3,Month-to-month,141.08,5261.38,Fiber optic,Mailed check,2,1,No,No,No,0,3,1
C100493,39,Male,17,Month-to-month,103.53,7857.7,DSL,Credit card,2,1,No,Yes,No,0,4,0
C100494,68,Female,61,Month-to-month,134.07,3845.7,No,Credit card,3,0,No,No,No,0,2,0
C100495,42,Female,50,Two year,62.81,7221.12,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,0
C100496,75,Male,6,Month-to-month,127.76,7253.96,DSL,Electronic check,6,0,No,Yes,No,0,4,1
C100497,39,Female,28,Month-to-month,69.17,632.63,No,Bank transfer,0,0,Yes,Yes,Yes,1,2,0
C100498,75,Male,72,Month-to-month,52.86,3768.08,No,Bank transfer,0,2,No,Yes,Yes,0,5,0
C100499,75,Male,55,Two year,138.52,6250.13,Fiber optic,Credit card,2,2,Yes,No,Yes,0,3,0
