age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
20,Male,41,Month-to-month,140.03,8552.39,Fiber optic,Electronic check,2,0,No,No,No,1,5,1
36,Female,37,Two year,86.37,1623.61,Fiber optic,Credit card,1,1,Yes,Yes,No,0,3,1
37,Male,65,Two year,58.04,3812.3,No,Mailed check,3,1,Yes,No,Yes,1,1,0
69,Female,18,One year,88.9,5621.36,Fiber optic,Electronic check,1,1,Yes,No,No,0,3,0
58,Female,45,One year,109.35,3696.47,Fiber optic,Mailed check,0,0,Yes,No,Yes,0,3,0
50,Male,33,Month-to-month,49.18,1421.69,Fiber optic,Bank transfer,0,1,No,No,Yes,0,5,0
57,Female,5,Month-to-month,105.65,892.49,Fiber optic,Bank transfer,0,0,Yes,Yes,No,0,5,0
56,Male,36,Month-to-month,121.22,6725.54,Fiber optic,Mailed check,3,1,Yes,No,Yes,0,3,0
57,Female,40,One year,82.64,7642.31,Fiber optic,Electronic check,0,2,No,Yes,No,0,4,0
28,Male,34,Two year,72.63,540.13,No,Bank transfer,1,1,Yes,No,No,0,3,0
45,Female,24,One year,33.86,1890.78,No,Electronic check,2,0,Yes,Yes,Yes,0,4,0
74,Male,17,One year,126.8,2698.73,Fiber optic,Credit card,2,0,Yes,Yes,No,0,5,0
42,Female,71,Month-to-month,47.59,5390.89,DSL,Mailed check,2,1,No,No,No,0,4,0
67,Female,22,One year,112.73,7307.46,Fiber optic,Electronic check,1,1,No,Yes,No,0,3,0
40,Female,15,Month-to-month,43.27,636.97,DSL,Mailed check,5,1,No,Yes,No,0,3,0
48,Female,15,Month-to-month,22.19,2321.52,Fiber optic,Electronic check,2,1,Yes,Yes,Yes,0,3,0
47,Female,25,One year,40.77,3448.27,DSL,Electronic check,4,0,No,Yes,No,1,4,0
59,Female,53,Month-to-month,69.01,1732.06,Fiber optic,Bank transfer,0,2,No,Yes,No,0,2,0
52,Male,21,Month-to-month,33.86,4953.1,Fiber optic,Mailed check,4,2,No,No,No,0,5,1
24,Male,66,Two year,45.7,4354.22,Fiber optic,Electronic check,2,1,Yes,No,No,0,3,0
33,Male,32,Month-to-month,119.4,2916.81,No,Bank transfer,1,0,Yes,No,No,1,3,0
43,Female,21,Month-to-month,120.08,4700.29,Fiber optic,Electronic check,5,0,Yes,No,Yes,0,5,1
65,Male,68,Month-to-month,126.27,3266.81,Fiber optic,Mailed check,4,1,Yes,Yes,No,1,4,1
74,Female,44,Month-to-month,129.35,3154.43,Fiber optic,Electronic check,5,0,No,No,No,0,2,1
69,Male,66,Month-to-month,74.66,2462.02,DSL,Bank transfer,3,0,No,Yes,No,0,1,0
66,Male,14,One year,132.78,4909.9,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,5,1
19,Female,15,Month-to-month,88.37,4052.63,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,2,0
18,Female,20,Two year,81.18,1847.29,Fiber optic,Mailed check,1,0,Yes,Yes,No,0,3,0
65,Male,34,Month-to-month,113.41,215.4,Fiber optic,Credit card,2,1,No,No,No,0,3,1
29,Male,36,Month-to-month,47.8,1443.27,Fiber optic,Bank transfer,0,0,Yes,No,Yes,0,5,0
22,Male,9,One year,122.63,481.23,Fiber optic,Credit card,2,1,Yes,Yes,No,0,5,0
54,Male,71,One year,75.83,3941.23,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,0
72,Male,63,Two year,35.51,3842.05,No,Credit card,0,0,No,Yes,Yes,0,2,0
26,Female,35,Month-to-month,41.44,3032.1,Fiber optic,Credit card,0,0,Yes,Yes,No,1,1,1
52,Male,46,Two year,148.82,6542.41,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,3,0
36,Female,56,Month-to-month,66.41,4365.89,Fiber optic,Bank transfer,0,1,No,Yes,Yes,0,1,0
65,Male,9,Month-to-month,57.98,651.52,DSL,Credit card,3,1,Yes,No,No,0,1,0
33,Female,36,Month-to-month,48.44,255.84,Fiber optic,Mailed check,0,2,No,No,Yes,1,3,0
20,Female,3,One year,127.1,1997.76,Fiber optic,Credit card,1,1,No,No,No,0,4,1
37,Male,19,Month-to-month,47.2,3882.21,Fiber optic,Bank transfer,0,0,No,Yes,Yes,0,5,0
41,Female,28,Month-to-month,140.13,499.65,No,Credit card,1,2,Yes,Yes,No,0,3,0
71,Female,23,Month-to-month,106.76,3016.83,Fiber optic,Bank transfer,0,0,Yes,No,No,0,1,0
73,Male,7,One year,136.63,7994.53,DSL,Credit card,3,2,No,Yes,Yes,0,4,0
50,Female,14,Month-to-month,92.02,901.17,Fiber optic,Credit card,1,0,No,No,Yes,0,5,0
41,Female,46,Month-to-month,109.79,8541.8,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,5,0
69,Male,15,One year,100.53,7724.38,DSL,Bank transfer,3,2,No,Yes,Yes,0,2,0
28,Male,67,Two year,128.06,7502.85,DSL,Electronic check,2,1,Yes,Yes,Yes,0,5,0
66,Female,15,One year,128.66,7786.56,DSL,Electronic check,5,2,No,No,No,0,3,1
25,Female,51,One year,96.67,812.45,DSL,Credit card,3,1,No,No,No,1,3,1
53,Female,8,Month-to-month,102.23,1445.4,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,4,1
55,Male,69,Month-to-month,139.84,1295.91,DSL,Mailed check,2,3,Yes,Yes,No,0,2,0
57,Female,62,Month-to-month,140.88,1090.05,DSL,Credit card,2,0,Yes,Yes,Yes,0,2,0
37,Female,51,Two year,106.35,3016.63,DSL,Bank transfer,5,1,Yes,Yes,Yes,0,1,0
52,Female,63,Month-to-month,21.01,7488.93,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,2,0
65,Female,68,Two year,33.57,2342.46,DSL,Credit card,2,1,Yes,Yes,Yes,0,1,0
42,Female,16,Two year,131.53,2273.57,DSL,Mailed check,1,0,Yes,Yes,Yes,0,2,0
52,Female,24,Month-to-month,31.01,6115.41,Fiber optic,Credit card,2,2,No,No,Yes,1,3,0
42,Male,6,Month-to-month,47.76,962.63,DSL,Electronic check,1,0,No,No,No,0,1,0
46,Male,57,Month-to-month,49.97,3306.49,Fiber optic,Electronic check,1,2,Yes,Yes,No,0,3,0
35,Female,31,Month-to-month,98.03,2729.29,Fiber optic,Bank transfer,3,1,No,No,No,0,2,1
35,Male,29,Two year,57.62,4679.06,DSL,Credit card,0,2,No,No,Yes,0,1,0
19,Male,67,Month-to-month,46.99,5853.61,DSL,Electronic check,1,1,No,No,No,0,3,0
71,Male,3,Month-to-month,119.39,1248.41,No,Bank transfer,1,0,Yes,Yes,Yes,1,5,0
52,Female,28,Month-to-month,141.61,8367.37,DSL,Mailed check,0,0,No,No,No,1,2,0
33,Female,48,Two year,26.86,2969.82,No,Mailed check,2,0,No,Yes,Yes,0,3,0
58,Female,10,One year,37.31,6390.87,Fiber optic,Bank transfer,1,2,No,Yes,Yes,0,5,0
53,Female,33,Two year,103.48,8596.17,Fiber optic,Electronic check,1,0,Yes,No,Yes,1,3,0
50,Male,67,Two year,124.58,4626.97,Fiber optic,Mailed check,0,0,Yes,Yes,Yes,0,3,0
21,Male,69,Month-to-month,122.85,4617.06,Fiber optic,Credit card,7,1,Yes,No,No,0,3,0
50,Male,12,Month-to-month,113.56,1143.52,Fiber optic,Electronic check,3,0,Yes,No,Yes,0,1,1
31,Male,57,Month-to-month,135.37,3573.45,Fiber optic,Electronic check,6,1,No,Yes,Yes,0,3,1
38,Female,44,Month-to-month,48.26,7686.94,Fiber optic,Bank transfer,5,1,No,No,Yes,0,2,1
37,Male,24,Month-to-month,100.0,8265.79,Fiber optic,Bank transfer,2,1,Yes,No,Yes,1,3,0
73,Male,44,Month-to-month,126.9,6039.05,Fiber optic,Mailed check,3,1,Yes,No,No,0,3,1
25,Male,57,One year,95.67,3846.54,DSL,Bank transfer,1,1,No,Yes,Yes,0,5,0
24,Male,16,One year,145.19,4963.84,No,Electronic check,4,3,Yes,Yes,Yes,0,2,0
20,Male,21,One year,123.42,1439.42,DSL,Bank transfer,3,0,No,Yes,Yes,0,5,0
34,Female,51,Month-to-month,111.1,2035.6,No,Electronic check,4,4,Yes,Yes,No,0,1,1
50,Female,21,Two year,27.83,2649.04,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,1,0
65,Male,60,Month-to-month,34.01,3525.13,Fiber optic,Bank transfer,1,1,Yes,No,No,0,2,0
29,Male,51,Month-to-month,122.03,8248.15,No,Mailed check,1,0,No,Yes,No,0,4,0
39,Female,6,Two year,23.75,4762.13,DSL,Bank transfer,2,0,Yes,Yes,Yes,0,4,0
72,Female,65,Month-to-month,138.4,1542.03,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,5,0
39,Female,58,Month-to-month,135.8,6650.16,DSL,Electronic check,3,1,Yes,No,No,1,5,1
63,Male,6,Month-to-month,48.4,5086.5,Fiber optic,Bank transfer,2,3,Yes,No,Yes,0,1,0
55,Male,34,Two year,26.24,8529.96,DSL,Electronic check,2,0,Yes,No,Yes,0,5,0
62,Female,3,One year,101.08,5969.65,Fiber optic,Credit card,0,0,No,No,No,0,3,1
68,Female,42,One year,119.21,8304.13,Fiber optic,Bank transfer,4,1,No,Yes,No,0,5,0
71,Male,62,One year,21.35,5126.56,Fiber optic,Mailed check,2,2,Yes,No,No,0,3,0
25,Male,6,Month-to-month,62.41,7459.74,Fiber optic,Credit card,1,0,Yes,No,Yes,0,5,0
44,Female,6,Month-to-month,47.86,3744.2,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,5,1
44,Male,63,Month-to-month,149.84,872.02,Fiber optic,Mailed check,2,2,No,Yes,Yes,0,4,0
51,Male,20,Month-to-month,107.23,8947.92,Fiber optic,Credit card,2,1,Yes,No,No,0,3,0
38,Male,21,Month-to-month,72.74,1574.12,No,Bank transfer,3,4,Yes,No,No,0,2,0
47,Male,2,Two year,29.83,2338.44,No,Electronic check,2,0,No,Yes,Yes,0,2,0
50,Male,56,Month-to-month,97.83,1551.62,Fiber optic,Credit card,3,4,No,Yes,Yes,1,2,0
45,Male,10,One year,103.42,3103.57,DSL,Bank transfer,2,0,Yes,Yes,No,1,2,0
64,Male,70,Month-to-month,126.13,2674.59,Fiber optic,Credit card,1,0,Yes,No,No,1,2,0
50,Female,23,One year,57.51,5449.81,No,Bank transfer,3,1,Yes,No,Yes,0,1,0
22,Male,30,Two year,147.59,8968.49,Fiber optic,Mailed check,3,2,No,No,No,0,4,0
65,Male,37,Month-to-month,77.13,567.33,No,Mailed check,3,2,No,No,Yes,1,2,1
36,Female,55,Two year,58.47,7028.14,Fiber optic,Electronic check,1,1,No,No,No,0,5,0
21,Female,49,One year,65.3,1239.13,No,Bank transfer,1,1,No,Yes,No,0,3,0
52,Female,34,Two year,87.55,276.53,DSL,Credit card,0,0,No,Yes,No,0,3,1
66,Female,44,One year,141.77,5783.33,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,4,0
34,Male,22,Month-to-month,115.57,7872.51,Fiber optic,Electronic check,5,0,Yes,No,No,0,2,1
61,Female,31,Month-to-month,95.02,1669.06,No,Bank transfer,1,2,Yes,Yes,No,0,1,0
45,Female,7,Month-to-month,41.17,3140.36,Fiber optic,Mailed check,3,2,No,No,No,0,1,1
47,Male,21,Month-to-month,39.42,1601.88,DSL,Electronic check,2,1,Yes,Yes,Yes,0,2,0
46,Male,16,Two year,85.29,8167.92,No,Credit card,3,2,No,Yes,Yes,0,4,1
63,Male,20,One year,114.73,2506.21,Fiber optic,Electronic check,2,2,Yes,No,No,1,3,0
70,Female,43,Month-to-month,117.63,4057.94,DSL,Bank transfer,2,0,No,Yes,Yes,0,2,0
23,Male,44,Two year,49.37,8063.2,Fiber optic,Mailed check,3,1,No,Yes,Yes,1,3,0
52,Female,47,One year,33.01,5020.54,Fiber optic,Bank transfer,1,1,Yes,Yes,Yes,0,3,0
58,Male,19,Month-to-month,69.98,8402.36,Fiber optic,Electronic check,5,0,Yes,Yes,Yes,0,4,0
54,Male,48,Month-to-month,139.36,8345.41,No,Credit card,3,2,Yes,Yes,No,1,4,0
41,Female,69,Month-to-month,90.9,4208.25,Fiber optic,Electronic check,4,0,No,Yes,Yes,0,4,0
46,Male,11,Two year,61.61,5283.21,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,5,0
66,Male,29,Two year,62.07,2149.8,DSL,Mailed check,0,1,No,No,No,0,3,0
63,Male,45,Month-to-month,37.17,8915.77,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,5,0
70,Male,68,Month-to-month,81.52,2577.02,DSL,Mailed check,3,1,Yes,No,No,0,2,0
48,Male,36,One year,122.88,7071.43,DSL,Electronic check,3,3,No,No,No,0,5,0
52,Female,48,Two year,145.91,2885.42,DSL,Credit card,1,2,Yes,Yes,No,0,1,0
50,Female,15,One year,85.21,2886.08,DSL,Credit card,2,2,Yes,Yes,Yes,0,3,1
69,Male,44,One year,41.74,1024.38,DSL,Mailed check,3,0,Yes,No,Yes,1,3,0
38,Female,67,Month-to-month,108.78,5083.07,Fiber optic,Credit card,2,2,No,Yes,Yes,1,5,0
49,Female,40,Month-to-month,118.38,2279.01,DSL,Credit card,2,1,No,Yes,No,0,3,1
40,Female,14,Month-to-month,29.32,1420.71,DSL,Credit card,0,0,Yes,No,No,0,2,0
50,Male,63,Two year,130.52,2117.33,No,Electronic check,1,0,Yes,No,Yes,0,4,0
20,Male,51,Month-to-month,127.81,2334.73,Fiber optic,Credit card,3,0,No,No,Yes,0,5,1
35,Male,58,Two year,81.43,4586.34,Fiber optic,Mailed check,2,2,No,No,No,0,3,0
42,Female,15,Month-to-month,92.85,3534.72,DSL,Credit card,3,3,No,Yes,No,0,4,0
59,Female,65,Two year,112.74,771.86,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,1,0
48,Male,55,Month-to-month,107.98,4870.65,Fiber optic,Electronic check,4,1,No,Yes,No,0,1,1
71,Male,10,Month-to-month,22.15,7110.95,Fiber optic,Credit card,4,0,Yes,Yes,Yes,0,5,0
75,Female,42,One year,35.92,5210.69,Fiber optic,Mailed check,1,0,No,No,Yes,0,4,0
20,Female,11,Month-to-month,41.14,8773.41,Fiber optic,Credit card,0,2,Yes,No,No,0,1,1
57,Male,16,Two year,118.24,982.44,No,Bank transfer,4,1,No,Yes,No,0,5,1
41,Female,31,Month-to-month,90.92,4600.66,DSL,Mailed check,2,0,Yes,No,Yes,0,1,0
67,Female,53,Two year,120.45,4742.2,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,3,0
49,Female,8,Two year,64.33,4719.99,DSL,Mailed check,1,0,No,No,No,1,2,0
39,Female,8,Two year,77.5,2988.54,Fiber optic,Credit card,0,1,Yes,No,Yes,0,2,1
40,Female,48,Month-to-month,69.03,5723.42,Fiber optic,Credit card,2,3,No,No,No,0,4,0
19,Male,30,Month-to-month,63.29,498.41,Fiber optic,Mailed check,3,0,No,Yes,No,0,1,0
44,Male,58,One year,145.44,5340.2,Fiber optic,Mailed check,1,6,Yes,Yes,No,1,5,0
59,Female,55,Month-to-month,120.36,6548.86,Fiber optic,Bank transfer,2,4,No,Yes,No,0,3,0
19,Female,62,Month-to-month,22.63,3271.3,DSL,Electronic check,3,0,Yes,Yes,No,0,4,0
43,Female,48,Month-to-month,144.46,2034.48,Fiber optic,Electronic check,5,0,No,No,Yes,0,3,0
57,Male,37,Two year,39.39,828.37,DSL,Mailed check,0,1,No,Yes,Yes,0,5,0
50,Female,8,One year,29.92,898.5,DSL,Electronic check,1,2,Yes,Yes,No,1,5,0
26,Male,1,Two year,60.07,1583.52,Fiber optic,Credit card,2,0,No,Yes,Yes,0,4,1
71,Female,47,Month-to-month,100.15,2469.5,Fiber optic,Bank transfer,4,1,Yes,No,Yes,0,4,1
65,Female,5,Month-to-month,55.86,2826.98,Fiber optic,Mailed check,0,2,No,Yes,No,1,1,0
56,Female,50,Month-to-month,77.94,8957.47,No,Credit card,1,1,No,No,Yes,0,1,0
46,Female,24,Two year,47.55,8926.02,No,Credit card,1,0,Yes,Yes,No,0,1,0
59,Female,47,Month-to-month,26.58,1764.73,DSL,Credit card,1,2,Yes,No,No,0,2,0
72,Female,18,Month-to-month,87.21,1995.99,Fiber optic,Credit card,4,0,Yes,No,Yes,1,1,1
43,Male,28,Two year,65.11,4477.97,Fiber optic,Mailed check,0,1,No,Yes,No,0,3,0
52,Female,5,One year,90.57,1424.18,DSL,Electronic check,1,0,No,No,Yes,0,3,0
67,Male,30,Month-to-month,143.05,4585.95,Fiber optic,Mailed check,0,1,Yes,No,No,0,5,1
42,Female,1,Month-to-month,38.64,3654.57,Fiber optic,Bank transfer,0,3,Yes,No,No,0,1,1
41,Female,46,Two year,20.26,2989.14,Fiber optic,Bank transfer,2,1,No,Yes,Yes,0,1,0
30,Male,69,Two year,29.99,7421.19,No,Mailed check,3,2,Yes,No,Yes,1,5,0
75,Male,31,Month-to-month,80.15,7470.25,DSL,Bank transfer,4,0,Yes,No,No,0,2,0
24,Female,70,Month-to-month,111.9,8892.22,Fiber optic,Electronic check,3,2,Yes,No,Yes,0,3,1
74,Male,56,Two year,95.5,2085.48,Fiber optic,Electronic check,3,1,No,Yes,Yes,0,1,0
53,Female,28,One year,84.34,8005.67,DSL,Mailed check,3,0,No,No,No,1,4,0
62,Female,16,Two year,66.02,4886.83,Fiber optic,Bank transfer,3,0,Yes,No,No,0,5,0
37,Male,54,Month-to-month,60.3,5363.99,Fiber optic,Electronic check,0,1,Yes,Yes,No,1,3,0
18,Male,53,Two year,68.92,8077.01,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,3,0
25,Male,12,Month-to-month,99.51,8489.41,No,Bank transfer,2,1,No,Yes,Yes,0,2,0
63,Male,20,Month-to-month,41.81,6568.62,Fiber optic,Credit card,2,0,No,No,Yes,0,5,0
33,Female,34,One year,120.28,3195.8,Fiber optic,Bank transfer,0,0,No,Yes,No,0,3,0
31,Male,53,Month-to-month,94.78,4458.05,DSL,Mailed check,1,1,Yes,No,No,0,1,0
29,Male,64,Two year,54.99,5573.98,DSL,Credit card,2,0,Yes,Yes,Yes,0,3,0
68,Male,23,Month-to-month,85.15,7474.9,Fiber optic,Mailed check,1,3,No,No,Yes,0,3,0
40,Male,27,Two year,145.16,5955.73,Fiber optic,Electronic check,1,0,Yes,Yes,Yes,0,4,0
32,Male,17,Month-to-month,22.66,3352.48,Fiber optic,Credit card,3,1,No,Yes,No,1,3,0
45,Female,48,One year,45.94,3819.14,Fiber optic,Mailed check,3,1,No,Yes,Yes,0,4,0
51,Female,21,Month-to-month,78.29,548.9,Fiber optic,Mailed check,2,1,No,Yes,No,0,5,0
19,Male,50,One year,103.0,8325.98,DSL,Mailed check,2,0,Yes,Yes,No,0,4,0
49,Male,40,One year,47.59,884.26,Fiber optic,Credit card,3,3,No,Yes,Yes,0,3,0
40,Female,3,Month-to-month,141.08,5261.38,Fiber optic,Mailed check,2,1,No,No,No,0,3,1
39,Male,17,Month-to-month,103.53,7857.7,DSL,Credit card,2,1,No,Yes,No,0,4,0
68,Female,61,Month-to-month,134.07,3845.7,No,Credit card,3,0,No,No,No,0,2,0
42,Female,50,Two year,62.81,7221.12,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,0
75,Male,6,Month-to-month,127.76,7253.96,DSL,Electronic check,6,0,No,Yes,No,0,4,1
39,Female,28,Month-to-month,69.17,632.63,No,Bank transfer,0,0,Yes,Yes,Yes,1,2,0
75,Male,72,Month-to-month,52.86,3768.08,No,Bank transfer,0,2,No,Yes,Yes,0,5,0
75,Male,55,Two year,138.52,6250.13,Fiber optic,Credit card,2,2,Yes,No,Yes,0,3,0
39,Female,58,Month-to-month,31.99,3858.95,Fiber optic,Mailed check,3,2,No,Yes,No,0,5,0
66,Female,45,Month-to-month,142.58,4951.99,No,Bank transfer,0,2,No,No,Yes,1,4,0
69,Male,72,One year,79.61,5390.68,DSL,Bank transfer,2,1,Yes,No,Yes,0,4,0
59,Female,19,One year,149.04,1445.94,Fiber optic,Mailed check,1,1,Yes,No,Yes,0,4,0
23,Male,29,Month-to-month,90.15,3766.63,DSL,Bank transfer,3,0,Yes,No,Yes,1,2,0
71,Female,32,One year,20.92,1431.67,No,Bank transfer,0,1,No,Yes,No,1,2,0
60,Male,10,Month-to-month,84.57,4659.06,Fiber optic,Electronic check,4,1,No,Yes,Yes,0,5,1
54,Male,49,Month-to-month,115.87,5204.92,Fiber optic,Mailed check,0,1,Yes,Yes,No,0,2,1
50,Male,65,Two year,121.77,1401.49,Fiber optic,Bank transfer,3,0,Yes,No,No,1,3,0
25,Female,29,Month-to-month,40.55,6825.01,No,Credit card,1,1,No,Yes,Yes,1,5,0
70,Male,59,Month-to-month,74.47,3419.59,Fiber optic,Mailed check,1,1,Yes,Yes,Yes,0,2,1
61,Male,45,Month-to-month,74.48,8293.78,DSL,Bank transfer,0,2,Yes,Yes,No,0,4,0
61,Female,67,One year,33.47,3550.2,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,2,0
22,Female,51,One year,77.6,1433.32,Fiber optic,Bank transfer,1,4,Yes,Yes,Yes,1,2,0
56,Male,11,One year,124.92,6845.94,DSL,Credit card,1,1,Yes,Yes,No,1,4,0
21,Male,6,Month-to-month,59.02,5153.43,No,Mailed check,2,1,No,Yes,Yes,0,3,0
23,Male,67,One year,76.23,3541.52,Fiber optic,Electronic check,3,2,No,Yes,No,1,4,0
62,Male,62,One year,144.92,3268.02,No,Bank transfer,0,1,No,No,No,0,4,0
49,Female,5,Month-to-month,24.12,1441.84,Fiber optic,Credit card,2,0,No,Yes,No,0,3,0
69,Female,9,Two year,96.9,3133.43,DSL,Credit card,4,1,Yes,No,No,0,1,0
47,Male,28,Month-to-month,116.65,361.16,DSL,Credit card,3,1,Yes,No,No,1,2,1
64,Male,38,One year,118.91,4571.38,No,Bank transfer,2,2,No,Yes,No,0,4,0
52,Male,43,Month-to-month,113.07,8080.84,DSL,Electronic check,1,0,Yes,No,No,0,3,1
72,Female,21,One year,114.44,7178.44,Fiber optic,Bank transfer,2,0,No,No,Yes,1,3,1
57,Male,62,Two year,27.67,353.84,DSL,Electronic check,3,0,No,Yes,Yes,0,1,0
69,Male,46,Two year,89.44,7943.22,Fiber optic,Mailed check,0,0,No,No,Yes,0,5,0
33,Female,70,Month-to-month,121.79,4125.69,DSL,Electronic check,0,3,Yes,Yes,No,0,2,0
30,Female,38,Month-to-month,32.23,1798.93,DSL,Credit card,0,2,No,Yes,Yes,0,3,0
67,Male,49,Month-to-month,21.57,6796.47,Fiber optic,Credit card,2,0,Yes,No,No,0,1,0
59,Male,39,Two year,125.89,2973.57,DSL,Credit card,6,1,Yes,No,Yes,0,2,0
34,Male,21,Month-to-month,142.25,4430.93,Fiber optic,Electronic check,4,1,No,Yes,Yes,0,4,0
73,Female,1,Two year,119.66,931.21,DSL,Credit card,3,0,Yes,No,Yes,0,2,1
36,Female,32,Month-to-month,145.82,7091.96,Fiber optic,Mailed check,2,0,No,No,No,0,3,0
45,Female,8,Month-to-month,140.81,4289.0,No,Mailed check,5,0,No,No,No,0,4,0
75,Male,69,Month-to-month,82.57,4078.09,Fiber optic,Bank transfer,4,0,No,No,No,0,3,0
72,Female,30,Month-to-month,118.11,116.5,Fiber optic,Electronic check,4,1,No,Yes,Yes,0,4,0
43,Female,8,One year,106.99,7378.99,No,Mailed check,1,0,Yes,No,No,1,1,0
43,Male,59,Two year,122.4,4015.06,Fiber optic,Bank transfer,3,0,No,No,Yes,0,5,0
70,Female,55,Month-to-month,39.92,6876.33,No,Electronic check,2,2,No,No,Yes,1,4,0
40,Female,30,Two year,50.39,659.8,DSL,Bank transfer,4,1,Yes,No,Yes,0,1,0
29,Male,55,Month-to-month,126.4,5224.03,DSL,Electronic check,3,1,Yes,No,No,1,5,0
70,Female,44,Two year,125.4,4199.14,Fiber optic,Bank transfer,1,2,No,Yes,Yes,0,1,0
18,Female,27,Month-to-month,84.39,1716.59,No,Mailed check,0,0,No,No,No,0,2,0
75,Female,48,Two year,127.5,2771.78,DSL,Mailed check,2,1,Yes,Yes,No,0,2,0
18,Male,30,Month-to-month,60.64,8928.54,Fiber optic,Credit card,2,0,No,No,No,0,2,1
64,Female,39,One year,26.52,3003.15,Fiber optic,Credit card,4,0,Yes,No,No,0,1,0
51,Male,13,Two year,82.74,1926.12,DSL,Electronic check,2,0,No,No,Yes,0,2,0
49,Male,16,Month-to-month,138.78,7421.47,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,5,0
71,Female,44,Month-to-month,122.76,3848.42,Fiber optic,Mailed check,1,0,No,Yes,No,0,3,0
65,Female,71,Month-to-month,67.66,4050.39,DSL,Credit card,2,0,No,Yes,Yes,0,1,0
42,Male,27,Month-to-month,28.42,4985.11,Fiber optic,Credit card,4,1,No,No,No,0,4,0
57,Female,45,Month-to-month,102.8,5401.63,DSL,Credit card,2,1,No,Yes,No,1,2,0
62,Female,35,One year,128.48,5355.94,DSL,Bank transfer,1,0,No,No,Yes,0,5,0
33,Female,62,One year,36.04,1834.19,Fiber optic,Electronic check,1,3,Yes,No,Yes,0,3,0
56,Female,51,One year,138.4,2701.84,DSL,Credit card,3,2,No,No,Yes,0,3,0
22,Male,46,Two year,55.87,1643.52,Fiber optic,Bank transfer,2,3,No,No,No,0,2,0
39,Female,20,Month-to-month,49.16,6926.98,No,Credit card,1,2,Yes,No,No,0,2,0
46,Female,38,Two year,126.08,5294.56,Fiber optic,Electronic check,1,0,Yes,No,No,0,3,0
72,Male,61,One year,147.56,6822.14,Fiber optic,Credit card,2,2,No,No,Yes,0,3,1
20,Male,32,Month-to-month,105.82,5915.25,No,Electronic check,1,2,Yes,No,Yes,0,2,0
29,Female,26,Month-to-month,101.23,1027.01,Fiber optic,Mailed check,3,2,No,Yes,No,0,5,0
33,Male,39,One year,22.65,4614.66,Fiber optic,Bank transfer,0,0,Yes,No,No,0,2,0
68,Male,20,Month-to-month,44.93,2814.01,DSL,Credit card,2,0,No,No,No,0,2,1
54,Female,50,Two year,95.98,1945.0,DSL,Mailed check,1,2,Yes,No,Yes,0,4,0
74,Female,22,Two year,134.9,6755.27,Fiber optic,Mailed check,2,0,Yes,Yes,Yes,0,1,0
46,Male,53,Month-to-month,44.46,3172.46,Fiber optic,Bank transfer,3,0,Yes,No,No,0,4,1
31,Female,66,Month-to-month,87.87,6908.61,DSL,Mailed check,3,0,No,Yes,Yes,0,5,1
45,Male,43,Month-to-month,86.56,5685.09,No,Mailed check,1,1,No,No,No,0,2,1
22,Male,23,Month-to-month,98.51,133.69,No,Electronic check,0,1,No,No,No,0,2,0
64,Male,64,Two year,62.57,3484.33,Fiber optic,Bank transfer,0,3,Yes,Yes,Yes,0,5,0
66,Female,9,Month-to-month,133.56,2685.34,Fiber optic,Credit card,2,0,No,No,Yes,0,5,0
47,Female,7,Month-to-month,77.76,2039.39,DSL,Credit card,0,1,No,Yes,Yes,1,5,1
63,Female,41,Month-to-month,111.02,2339.15,Fiber optic,Credit card,2,0,No,Yes,Yes,0,1,0
69,Male,54,Month-to-month,102.67,8487.05,Fiber optic,Credit card,0,3,No,No,Yes,0,1,0
22,Female,65,Two year,35.23,4428.22,Fiber optic,Credit card,3,2,No,Yes,Yes,1,2,0
29,Male,2,One year,100.94,7644.61,Fiber optic,Mailed check,4,1,No,No,Yes,0,4,0
33,Male,4,One year,91.59,2006.53,Fiber optic,Credit card,1,3,No,No,Yes,0,4,0
43,Male,32,Month-to-month,136.82,1652.19,DSL,Mailed check,1,1,No,No,No,0,3,1
43,Male,2,Two year,134.51,8010.23,DSL,Electronic check,2,0,Yes,No,No,1,3,0
65,Male,64,One year,39.62,4511.77,No,Electronic check,3,0,Yes,No,No,1,2,0
